50886,999,2,250,1,8,3,1,0,47774.66,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,55.07,11901.95,5099322.81,2967878724.02,1.00,6.52,11.23,13.50,14.58,0.26,13282.00,3556.00,486.00
50886,999,2,250,1,8,4,1,0,55080.29,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,55.07,11901.95,5099322.81,2967878724.02,1.00,6.52,11.23,13.50,14.58,0.11,13282.00,3556.00,486.00
50886,999,2,250,1,8,3,1,1,27633.29,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,37.92,10174.38,7169027.98,6398530996.19,1.00,6.04,11.30,14.07,15.40,0.15,8995.00,2578.00,486.00
50886,999,2,250,1,8,4,1,1,212044.50,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,37.92,10174.38,7169027.98,6398530996.19,1.00,6.04,11.30,14.07,15.40,0.10,8995.00,2578.00,486.00
50886,999,2,250,1,8,3,1,2,65640.90,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,44.28,11397.92,7191758.37,6078812011.62,1.00,6.21,11.76,14.83,16.36,0.19,10583.00,2687.00,486.00
50886,999,2,250,1,8,4,1,2,70885.16,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,44.28,11397.92,7191758.37,6078812011.62,1.00,6.21,11.76,14.83,16.36,0.10,10583.00,2687.00,486.00
50886,999,2,250,1,8,3,1,3,45951.83,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,51.91,13275.43,8022737.01,6693521782.72,1.00,5.51,8.52,9.64,10.07,0.18,12491.00,3606.00,486.00
50886,999,2,250,1,8,4,1,3,87622.08,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,51.91,13275.43,8022737.01,6693521782.72,1.00,5.51,8.52,9.64,10.07,0.09,12491.00,3606.00,486.00
50886,999,2,250,1,8,3,1,4,38516.07,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,61.79,23798.91,18021921.16,16216869259.18,1.00,6.91,13.11,16.38,17.90,0.16,14962.00,4286.00,486.00
50886,999,2,250,1,8,4,1,4,50682.17,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,61.79,23798.91,18021921.16,16216869259.18,1.00,6.91,13.11,16.38,17.90,0.09,14962.00,4286.00,486.00
50886,999,2,250,1,8,3,1,5,46743.09,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,59.80,14072.46,6301122.30,3844471957.31,1.00,5.84,9.62,11.25,11.92,0.17,14464.00,3915.00,486.00
50886,999,2,250,1,8,4,1,5,77529.90,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,59.80,14072.46,6301122.30,3844471957.31,1.00,5.84,9.62,11.25,11.92,0.09,14464.00,3915.00,486.00
50886,999,2,250,1,8,3,1,6,40337.16,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,63.56,21422.08,14701483.11,12516943543.07,1.00,7.94,16.05,19.96,21.53,0.19,15403.00,4110.00,486.00
50886,999,2,250,1,8,4,1,6,46248.99,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,63.56,21422.08,14701483.11,12516943543.07,1.00,7.94,16.05,19.96,21.53,0.09,15403.00,4110.00,486.00
50886,999,2,250,1,8,3,1,7,57987.19,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,62.45,21292.43,15383076.34,13978515173.58,1.00,7.23,13.58,16.66,18.02,0.15,15127.00,3786.00,486.00
50886,999,2,250,1,8,4,1,7,60096.28,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,62.45,21292.43,15383076.34,13978515173.58,1.00,7.23,13.58,16.66,18.02,0.09,15127.00,3786.00,486.00
50886,999,2,250,1,8,3,1,8,41142.11,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,56.92,16717.42,11327623.79,10080004608.02,1.00,7.13,12.91,15.55,16.74,0.18,13744.00,3665.00,486.00
50886,999,2,250,1,8,4,1,8,43591.17,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,56.92,16717.42,11327623.79,10080004608.02,1.00,7.13,12.91,15.55,16.74,0.10,13744.00,3665.00,486.00
50886,999,2,250,1,8,3,1,9,85606.52,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,48.52,13947.63,8718864.35,7110560034.18,1.00,5.53,9.18,10.74,11.38,0.14,11644.00,2816.00,486.00
50886,999,2,250,1,8,4,1,9,108939.47,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,48.52,13947.63,8718864.35,7110560034.18,1.00,5.53,9.18,10.74,11.38,0.09,11644.00,2816.00,486.00
50886,999,2,250,1,8,3,1,10,32671.22,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,58.76,19480.30,12900955.33,10877858385.91,1.00,6.87,13.32,16.60,18.04,0.20,14204.00,3984.00,486.00
50886,999,2,250,1,8,4,1,10,38071.04,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,58.76,19480.30,12900955.33,10877858385.91,1.00,6.87,13.32,16.60,18.04,0.10,14204.00,3984.00,486.00
50886,999,2,250,1,8,3,1,11,28681.78,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,47.92,12611.00,8141444.63,6872201824.04,1.00,9.44,27.78,43.75,53.05,0.14,11494.00,3034.00,486.00
50886,999,2,250,1,8,4,1,11,31657.49,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,47.92,12611.00,8141444.63,6872201824.04,1.00,9.44,27.78,43.75,53.05,0.10,11494.00,3034.00,486.00
50886,999,2,250,1,8,3,1,12,44677.30,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,62.80,18353.88,12207593.99,11275981099.37,1.00,6.07,10.18,12.15,13.06,0.16,15213.00,4061.00,486.00
50886,999,2,250,1,8,4,1,12,49458.00,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,62.80,18353.88,12207593.99,11275981099.37,1.00,6.07,10.18,12.15,13.06,0.09,15213.00,4061.00,486.00
50886,999,2,250,1,8,3,1,13,52530.60,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,49.85,12160.06,6290715.50,4299558431.12,1.00,6.64,12.68,16.00,17.64,0.15,11976.00,3297.00,486.00
50886,999,2,250,1,8,4,1,13,69087.55,1.00,7.75,498.69,159575.38,106729621.94,393848.00,1.00,49.85,12160.06,6290715.50,4299558431.12,1.00,6.64,12.68,16.00,17.64,0.09,11976.00,3297.00,486.00
